npc_name,city,voice_id,voice_name,preview_url,assigned_at
Frank,Moonglow,50lF5fQMqcxbDQOW6qOs,Sarcastic Nigel - Cynical about everything,https://storage.googleapis.com/eleven-public-prod/database/workspace/c1ede18381614c37a1f4e1b146513f6c/voices/50lF5fQMqcxbDQOW6qOs/f4DyDe5W4AZF0s7gLLHl.mp3,2026-04-19 00:42:34
Fred,Britain,hXrCG2sVUeLC0DfTSHwH,Aaron - Friendly Warm British,https://storage.googleapis.com/eleven-public-prod/database/workspace/2e013b5e121944c1b09bf6d8b344c169/voices/hXrCG2sVUeLC0DfTSHwH/ExuF9iTWVMQi7YJYRjTt.mp3,2026-04-18 21:03:13
Gargan,Trinsic,Av4Fi2idMFuA8kTbVZgv,Russel - Raw Cowboy,https://storage.googleapis.com/eleven-public-prod/database/workspace/f4d3a2494778440a9451713613e4c043/voices/Av4Fi2idMFuA8kTbVZgv/UstROLY2yaaqkjxSZUqq.mp3,2026-04-18 20:23:36
Garok,Dungeon,BBfN7Spa3cqLPH1xAS22,Beezle Wheezelby,https://storage.googleapis.com/eleven-public-prod/database/workspace/79b90ec7050840bcada33ca8c636f86a/voices/BBfN7Spa3cqLPH1xAS22/KsTI2Il0S4ky55b1LwxN.mp3,2026-04-19 02:12:29
Garritt,Paws,DfE5EkknFF950NR6OMui,Bob,https://storage.googleapis.com/eleven-public-prod/database/workspace/3bc32a3d123f4dc385638b537ec6d8a6/voices/DfE5EkknFF950NR6OMui/ndXdXftPOxkMIvff7K6k.mp3,2026-04-18 22:59:01
Gaye,Britain,Zud7UVz6aX7VRZfxe9nP,Beatrice,https://storage.googleapis.com/eleven-public-prod/database/workspace/0ba6adf3c96c4fd2ad160da7dcd8346d/voices/Zud7UVz6aX7VRZfxe9nP/TKQ5AOkNY5dZu6a1mK9h.mp3,2026-04-18 21:05:08
Geoffrey,Britain,2OcnG4mH3jIMtWz3vKus,Wolf Spencer - Rough and Deep,https://storage.googleapis.com/eleven-public-prod/database/workspace/2d61a6b0557d4d3b8afb7d9f443714f5/voices/2OcnG4mH3jIMtWz3vKus/Ita1LHl4VFZqS4t2hhBL.mp3,2026-04-18 21:06:53
Gharl,Dungeon,2ajXGJNYBR0iNHpS4VZb,Rob - Tough & Calloused,https://storage.googleapis.com/eleven-public-prod/database/workspace/c915cc6b038c4ee594dea6e889603893/voices/2ajXGJNYBR0iNHpS4VZb/qei25Eeg71wvBuDXvBYN.mp3,2026-04-19 02:12:45
Gilberto,Trinsic,7rQX8r6PVq3gfJ8rZzyE,John of the North,https://storage.googleapis.com/eleven-public-prod/database/workspace/bfad24883ac04636b8b51cc683f75efb/voices/7rQX8r6PVq3gfJ8rZzyE/P7FD9scPGqekRsvFwZh9.mp3,2026-04-18 20:23:57
Gladstone,Minoc,eXmAcXLnEWP4OWensAKS,Uzi,https://storage.googleapis.com/eleven-public-prod/database/workspace/e76a83b1412843ec93fe0a4f1e052481/voices/eXmAcXLnEWP4OWensAKS/1ec765e3-e2e1-4d6f-85c2-c3f1536c1edc.mp3,2026-04-18 23:40:38
Glenno,Buccaneer's Den,A6sLVHnu32oKel0Fty9r,Romeo - Friendly & Conversational,https://storage.googleapis.com/eleven-public-prod/database/workspace/ebce0c2bde434331958ef21d49cf65b4/voices/A6sLVHnu32oKel0Fty9r/LGXL37NcoZ5IAjmGVeir.mp3,2026-04-19 01:24:31
Gordon,Britain,wUkGqD7qevNIshEdEC5s,"Welsh - Friendly, Clean and Welsh",https://storage.googleapis.com/eleven-public-prod/database/workspace/9fa721f9e24a440e882cc509eb720a0b/voices/wUkGqD7qevNIshEdEC5s/a5ca81e7-2e66-44a2-9939-39b6662a23a5.mp3,2026-04-18 21:08:25
Gordy,Buccaneer's Den,vfmxjXWrvIXtVaXU5kya,Simon Smart,https://storage.googleapis.com/eleven-public-prod/gvbVTIO3WDeegBi5evi0cXQGGz83/voices/vfmxjXWrvIXtVaXU5kya/2a586943-6f20-4217-a56b-edf3256b4ba4.mp3,2026-04-19 01:25:35
Gorn,Fellowship Retreat,RuBa4qzQ26xwgva6lxFZ,Marc Borris - Professional & Deep,https://storage.googleapis.com/eleven-public-prod/database/workspace/860337c9390d461b8615963c72a4fa00/voices/RuBa4qzQ26xwgva6lxFZ/5I3ejO85YKh072OEEVgl.mp3,2026-04-19 02:07:18
Goth,Yew,2ajXGJNYBR0iNHpS4VZb,Rob - Tough & Calloused,https://storage.googleapis.com/eleven-public-prod/database/workspace/c915cc6b038c4ee594dea6e889603893/voices/2ajXGJNYBR0iNHpS4VZb/qei25Eeg71wvBuDXvBYN.mp3,2026-04-19 00:02:23
Grayson,Britain,YrWrMpN4JVUznbuSdQT4,"Jah - Warm, Strong and Distinct",https://storage.googleapis.com/eleven-public-prod/database/workspace/9d65cb5b1a3040aeb2a58178f2310c91/voices/YrWrMpN4JVUznbuSdQT4/1e406490-436c-4e9c-a4c0-cac21fdd66b2.mp3,2026-04-18 21:09:26
Greg,Britain,n14tMK4evA0AnxpMElSz,Jimmy - Softly Enthusiastic,https://storage.googleapis.com/eleven-public-prod/database/workspace/7a2e60aa760f4a718da7161b83e626c9/voices/n14tMK4evA0AnxpMElSz/b206118e-7235-46e9-a0f2-4d9bf385d756.mp3,2026-04-18 21:11:11
Gregor,Minoc,NfUrCNRReUL9RXS9upG1,Scotty Marshal,https://storage.googleapis.com/eleven-public-prod/custom/voices/NfUrCNRReUL9RXS9upG1/90QNyhHcQhggom7JCrJR.mp3,2026-04-18 23:41:21
Grod,Buccaneer's Den,DJ4Hf6xVArbdXSboCSXI,Promedius,https://storage.googleapis.com/eleven-public-prod/database/workspace/7c2bcbb2804e4e109df4be172a3e00a4/voices/DJ4Hf6xVArbdXSboCSXI/0b7f094b-c618-4ff2-b031-00b2386d0968.mp3,2026-04-19 01:27:52
Guard,Trinsic,agL69Vji082CshT65Tcy,"Blackwood - Sinister, Posh and British",https://storage.googleapis.com/eleven-public-prod/database/workspace/bfad24883ac04636b8b51cc683f75efb/voices/agL69Vji082CshT65Tcy/I9Wu7PEzYWb9jPLPThRB.mp3,2026-04-18 20:24:17
Guardian,Endgame,6sFKzaJr574YWVu4UuJF,Cornelius,https://storage.googleapis.com/eleven-public-prod/database/workspace/423b9af369ef4f46bfa7cdc6b6172f54/voices/6sFKzaJr574YWVu4UuJF/bae10fdc-1b77-4f60-a4d5-72e1a72736af.mp3,2026-04-19 02:22:02
Henry,New Magincia,70e4PKMb7PwQ98Hi1lBo,Jeremy Smith,https://storage.googleapis.com/eleven-public-prod/lNC1SJHmrTUZadQCFpF92KIbGdk2/voices/70e4PKMb7PwQ98Hi1lBo/5607d945-a91c-4eb4-86bd-eb2bffdc8af5.mp3,2026-04-19 00:24:32
Hook,Endgame,dG7SBJDxDoZkQUrwvqrD,Medraut - Theatrical Villain & Sardonic Sovereign,https://storage.googleapis.com/eleven-public-prod/database/workspace/dbc0ca7affc9443599cdb53aaab1d595/voices/dG7SBJDxDoZkQUrwvqrD/K3ZTGOB9tX1Vuy9cZprp.mp3,2026-04-19 02:22:40
Horance,Skara Brae,y0SYydk17lMbUIUvSf3N,AK - British Posh Well-Spoken Old Man,https://storage.googleapis.com/eleven-public-prod/database/workspace/848b079616f14eaf9a6f3bdfb7159cb9/voices/y0SYydk17lMbUIUvSf3N/PdpzfE3ccx4upU1MXiJl.mp3,2026-04-19 00:29:22
Horffe,Serpent's Hold,67vGi3kqfw20i1STUH9b,Joe ,https://storage.googleapis.com/eleven-public-prod/database/workspace/4f8b2aa190de47ceb76d26d35c7be709/voices/67vGi3kqfw20i1STUH9b/b573c4f8-2008-4790-9c70-96ca04e8e681.mp3,2026-04-19 00:58:50
Ian,Fellowship Retreat,I8ERYU9lOxALy2vtIvHd,Syndicate - Top G,https://storage.googleapis.com/eleven-public-prod/database/workspace/49383f61e82b4fd8b0bb8f24d2733a7e/voices/I8ERYU9lOxALy2vtIvHd/3mng6XfxPPm5lRuaCU0d.mp3,2026-04-19 02:07:43
Inforlem,Terfin,qNkzaJoHLLdpvgh5tISm,"Carter - Rich, Smooth and Rugged",https://storage.googleapis.com/eleven-public-prod/custom/voices/qNkzaJoHLLdpvgh5tISm/N0JJBx37oVjY5Juzh0QY.mp3,2026-04-19 00:53:41
Inmanilem,Terfin,PF2vTa1f67DzrdyB1OBu,Stephen,https://storage.googleapis.com/eleven-public-prod/database/workspace/f7914774eadf47be8f539719376bcc87/voices/PF2vTa1f67DzrdyB1OBu/WU1hS3XjYmuHHzcQRtGm.mp3,2026-04-19 00:54:11
Inwisloklem,Britain,dAcds2QMcvmv86jQMC3Y,"Jayce - Bassy, Raspy and Rough",https://storage.googleapis.com/eleven-public-prod/database/workspace/e411ad79f9344e8c8b8f3beede37e82d/voices/dAcds2QMcvmv86jQMC3Y/IxbCvls9YDacp9a2hiiF.mp3,2026-04-18 21:12:10
Iolo,Party,aV8DLAt0Q9peDuTGGPx5,Iolo,https://storage.googleapis.com/eleven-public-prod/database/workspace/fde22e2d61f64e8bafa9a8e137997450/voices/aV8DLAt0Q9peDuTGGPx5/a16a3d19-92f3-4bd8-8bb6-5b6b04404d12.mp3,2026-04-19 03:44:58
Iriale,Fellowship Retreat,hbB2qXyS2GMyyZIZyhAH,"Bella - Deep, Elegant and Intimidating",https://storage.googleapis.com/eleven-public-prod/database/workspace/75b7e9ebeeae47e3a0ba25f47f938f1c/voices/hbB2qXyS2GMyyZIZyhAH/nYyTVDF9YsdUzdck3TV5.mp3,2026-04-19 02:09:09
Iskander,Dagger Isle,6sFKzaJr574YWVu4UuJF,Cornelius,https://storage.googleapis.com/eleven-public-prod/database/workspace/423b9af369ef4f46bfa7cdc6b6172f54/voices/6sFKzaJr574YWVu4UuJF/bae10fdc-1b77-4f60-a4d5-72e1a72736af.mp3,2026-04-19 02:06:30
Jaana,Party,8N2ng9i2uiUWqstgmWlH,"Beth - Calm, Gentle and Nurturing",https://storage.googleapis.com/eleven-public-prod/custom/voices/8N2ng9i2uiUWqstgmWlH/7TvK7CWmBACPLKdPclE6.mp3,2026-04-16 06:14:07
Jakher,Minoc,0m71kiyu84bdUcKDzG0L,Dave,https://storage.googleapis.com/eleven-public-prod/database/workspace/e25cb99b805f44e895d68f73a73a6f58/voices/0m71kiyu84bdUcKDzG0L/Z2W1NWE64g928pktt9TS.mp3,2026-04-18 23:41:49
James,Britain,8JVbfL6oEdmuxKn5DK2C,Johnny Kid - Serious and Calm Narrator,https://storage.googleapis.com/eleven-public-prod/custom/voices/8JVbfL6oEdmuxKn5DK2C/9Hw1XQQvlZM44JEKddyi.mp3,2026-04-18 21:13:25
Jeanette,Britain,oW8bn5YtBB89X2nJ0DT9,"Verity - Chatty, Fast-Paced, Fun Storyteller",https://storage.googleapis.com/eleven-public-prod/database/workspace/74153da071174f7f8dd35a526d6db5d4/voices/oW8bn5YtBB89X2nJ0DT9/GTdRKV5twarPIEzU4Lid.mp3,2026-04-18 21:14:23
Jehanne,Serpent's Hold,S9EGwlCtMF7VXtENq79v,Emma Taylor - Gentle Thoughtful Narrator,https://storage.googleapis.com/eleven-public-prod/custom/voices/S9EGwlCtMF7VXtENq79v/fSwup6qmnRayi9GulbKC.mp3,2026-04-19 00:59:48
Jergi,Minoc,5GM4aByyJu1ecbL4rKms,Aldric Solheim,https://storage.googleapis.com/eleven-public-prod/database/workspace/4592e4a4fbe048b685b2beb370eb6263/voices/5GM4aByyJu1ecbL4rKms/343c94fb-9425-493f-b0cf-4195c0758169.mp3,2026-04-18 23:42:06
Jesse,Britain,lnIpQcZuikKim3oNdYlP,Nathaniel C. - Customer Care Agent,https://storage.googleapis.com/eleven-public-prod/database/workspace/514d94e9241c48e8b7905375729c436f/voices/lnIpQcZuikKim3oNdYlP/FfC3RcP7YA9Fi5loRi1j.mp3,2026-04-18 21:15:20
Jillian,Moonglow,4BAlflaQyhIcCfHiEI7x,Tess - Direct and Grounded,https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/4BAlflaQyhIcCfHiEI7x/d4cea334-38ca-47d5-a42a-905382e2d388.mp3,2026-04-19 00:43:28
John Paul,Serpent's Hold,vvVtX7DIkIyxoRO82cCc,"Andy - British, calm, warm & kind",https://storage.googleapis.com/eleven-public-prod/database/workspace/56313bfda9ef46edb0f6d604efccadb0/voices/vvVtX7DIkIyxoRO82cCc/L28Y8Woi9Lxkif8Ofz92.mp3,2026-04-19 01:00:13
Johnson,Trinsic,2OcnG4mH3jIMtWz3vKus,Wolf Spencer - Rough and Deep,https://storage.googleapis.com/eleven-public-prod/database/workspace/2d61a6b0557d4d3b8afb7d9f443714f5/voices/2OcnG4mH3jIMtWz3vKus/Ita1LHl4VFZqS4t2hhBL.mp3,2026-04-18 20:24:39
Jordan,Serpent's Hold,eXmAcXLnEWP4OWensAKS,Uzi,https://storage.googleapis.com/eleven-public-prod/database/workspace/e76a83b1412843ec93fe0a4f1e052481/voices/eXmAcXLnEWP4OWensAKS/1ec765e3-e2e1-4d6f-85c2-c3f1536c1edc.mp3,2026-04-19 01:00:55
Joseph,Jhelom,Veg2qijYoJAS8VPKOOmi,Cassian - British Noble,https://storage.googleapis.com/eleven-public-prod/database/workspace/a12ecbde29154d9db38f425810bc7a56/voices/Veg2qijYoJAS8VPKOOmi/dhcGmwPKvj5g1al270E8.mp3,2026-04-19 00:17:02
Judith,Britain,6vIP9mPY4dr6w8krUg01,Pepper,https://storage.googleapis.com/eleven-public-prod/database/workspace/0379c1f5cea24185ade57cd329b55af7/voices/6vIP9mPY4dr6w8krUg01/1c7c60a1-f8f2-4bf8-9bea-87707c385dd3.mp3,2026-04-18 21:15:59
Julia,Party,HRIShmNY56JGHVU1vXIt,"Ela - Hopeful, Bright and Vibrant",https://storage.googleapis.com/eleven-public-prod/database/workspace/b66eed95dce547ca97ffd9dcab45ffbb/voices/HRIShmNY56JGHVU1vXIt/oUvICWhtsWMRr0m1j3fL.mp3,2026-04-16 06:30:39
Kallibrus,Dungeon,CVP7d0EDsPO8YR2fweYp,Victor Hale,https://storage.googleapis.com/eleven-public-prod/database/workspace/42e4d30a6e964546ade309947a20dfa0/voices/CVP7d0EDsPO8YR2fweYp/ryVxyKkQgPF5b1rG7zCj.mp3,2026-04-19 02:13:36
Karenna,Minoc,ztyYYqlYMny7nllhThgo,"Petra - Expressive, Rich and Dramatic",https://storage.googleapis.com/eleven-public-prod/b5hhUYzRnTN48rrcLhzf7xjDifJ3/voices/ztyYYqlYMny7nllhThgo/d1fc6ae4-5040-4c9d-8507-01f0883265ff.mp3,2026-04-18 23:42:32
Karl,Minoc,jhBzyKbsdeM6F66SZCaK,Sterling - Steady and Resonant,https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/jhBzyKbsdeM6F66SZCaK/185cd207-a3c1-435b-a10b-bcc27469e2da.mp3,2026-04-18 23:43:35
Katrina,Party,XEoBW4iDmiawQP72xnAF,Evelyn - Resourceful and Ironic,https://storage.googleapis.com/eleven-public-prod/database/workspace/47a65c31f7c647f483d685d7c36d3bd1/voices/XEoBW4iDmiawQP72xnAF/cFoSj6EcM3g0qX3MezoP.mp3,2026-04-16 06:34:22
Kelly,Britain,aHCytOTnUOgfGPn5n89j,"Bea - Corporate, Polished and Clear",https://storage.googleapis.com/eleven-public-prod/database/workspace/b4c7bfaf46664fe485df76e9274de44f/voices/aHCytOTnUOgfGPn5n89j/bmoTbcqiM999uxdN66Z5.mp3,2026-04-18 21:16:48
Kessler,Britain,1SgtCdnh90xU4Bpehczp,Soifur,https://storage.googleapis.com/eleven-public-prod/database/workspace/aa391826d587490b9472ca508fadccb2/voices/1SgtCdnh90xU4Bpehczp/c3fbe8ed-95e6-421e-9b91-211da1030fcc.mp3,2026-04-18 21:17:18
Kissme,Ambrosia,piI8Kku0DcvcL6TTSeQt,Flicker - Cheerful Fairy & Sparkly Sweetness,https://storage.googleapis.com/eleven-public-prod/database/workspace/816643d19c1a4e009a4c60c08943c391/voices/piI8Kku0DcvcL6TTSeQt/cSTbbywSZ5O2WZn4xY3t.mp3,2026-04-19 02:01:13
Kliftin,Jhelom,M5E055lOUxMi0kJpGyE9,Gravel Midnight – Deep Grit Character Voice,https://storage.googleapis.com/eleven-public-prod/database/workspace/1b2434ad621f4bc88beca1a0d4896611/voices/M5E055lOUxMi0kJpGyE9/e3264828-f266-457d-94dd-29893cacb9a1.mp3,2026-04-19 00:17:20
Klog,Trinsic,yhf80q1381zd2JJQ4tM7,"Dominic - British, Brooding & Intense",https://storage.googleapis.com/eleven-public-prod/database/workspace/f0453fa76e4e4a1e973d87b70665a591/voices/yhf80q1381zd2JJQ4tM7/27x8rzBE0wgw2eYVLLNA.mp3,2026-04-18 20:25:17
Komor,Paws,2LslKNCAKrrgSuf8fLbc,"John - Energetic, Authentic and Local",https://storage.googleapis.com/eleven-public-prod/database/workspace/bf46188c22024d71bbf8b51cac1490d7/voices/2LslKNCAKrrgSuf8fLbc/4b4ba69f-fd84-40ff-946b-ebcf9733b80e.mp3,2026-04-18 22:59:20
Kreg,Yew,eXmAcXLnEWP4OWensAKS,Uzi,https://storage.googleapis.com/eleven-public-prod/database/workspace/e76a83b1412843ec93fe0a4f1e052481/voices/eXmAcXLnEWP4OWensAKS/1ec765e3-e2e1-4d6f-85c2-c3f1536c1edc.mp3,2026-04-19 00:02:58
Kristy,Britain,WUyjxM8OTY6l8LhTmdkq,Folly Willowmere - Moonlight Fairy & Forrest Guardian,https://storage.googleapis.com/eleven-public-prod/database/workspace/631bf5a20c2d45ffacc1311eb5dec41f/voices/WUyjxM8OTY6l8LhTmdkq/kdO4W62QH0XiNoaJ3qvu.mp3,2026-04-18 21:18:41
Lap Lem,Vesper,PrNINjunOMpMdmWJaLA1,Dante - Intimidating  and Hoarse,https://storage.googleapis.com/eleven-public-prod/database/workspace/b5c6c0c91e2a49d2a6bce68e93e1fa52/voices/PrNINjunOMpMdmWJaLA1/GXnYh0Sq8Qe8bJEAmciS.mp3,2026-04-19 01:13:30
Lasher,Dungeon,ksryVoNAGZT8GxWCTiVm,Elariel X – Epic Queen Ethereal,https://storage.googleapis.com/eleven-public-prod/database/workspace/65ce3d25b2034bf0b490a868052eff08/voices/ksryVoNAGZT8GxWCTiVm/1q5bPUZzoVmdNay9yNaL.mp3,2026-04-19 02:14:16
Leavell,New Magincia,IribPufHsfEPrnlMFar8,Adrian ,https://storage.googleapis.com/eleven-public-prod/database/workspace/4a030acd241f4246890101238e5059b5/voices/IribPufHsfEPrnlMFar8/PfyAlnUysWNZXWvQNvOe.mp3,2026-04-19 00:25:11
Leigh,Serpent's Hold,ISCzWD5dlKGqdgkYePJf,DA ,https://storage.googleapis.com/eleven-public-prod/database/workspace/8ac97ad69077444fb84027de7f1f0816/voices/ISCzWD5dlKGqdgkYePJf/e0094e78-2ac9-4a92-b74c-4f89c33d5a91.mp3,2026-04-19 01:01:19
Liana,Vesper,YPbk892xlMnFoVOkxyGD,Blondie - News Reporter,https://storage.googleapis.com/eleven-public-prod/database/workspace/83c7166759224875a3b59ada215a457b/voices/YPbk892xlMnFoVOkxyGD/pk6hhzdT9phLKKR3fAr5.mp3,2026-04-19 01:14:01
Lord British,Britain,ls2g82VFnsMrJnBf9iW0,Steve Corporate - Deep British Authoritative & Friendly,https://storage.googleapis.com/eleven-public-prod/database/workspace/bc997e0fe12e4702a8831750f198ee47/voices/ls2g82VFnsMrJnBf9iW0/s3Rxnc7YF7OLuaTPC1TD.mp3,2026-04-16 05:44:51
Lord Heather,Cove,9x3LCv1U6rJuU05dIEO3,"Dan - Young, British and Friendly",https://storage.googleapis.com/eleven-public-prod/custom/voices/9x3LCv1U6rJuU05dIEO3/WG179USTllEo3zGhvC87.mp3,2026-04-18 23:16:43
Lucky,Buccaneer's Den,8AAP6bokfGscJYibhuD3,Adam - Authentic Arabic Narrator,https://storage.googleapis.com/eleven-public-prod/database/workspace/22feb78f155c4a15994606b3b94863a1/voices/8AAP6bokfGscJYibhuD3/spTe24pck8LALt0DHlJn.mp3,2026-04-19 01:28:43
Lucy,Britain,2qQJWjw5XdG80GreshqG,Eleanor – Gracious and Authoritative,https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/2qQJWjw5XdG80GreshqG/063dc1a0-ee77-425f-bde8-f2724daf0010.mp3,2026-04-18 21:19:48
Mack,Britain,Tx7VLgfksXHVnoY6jDGU,"Conversational Joe - A chatty casual voice, British RP male",https://storage.googleapis.com/eleven-public-prod/database/workspace/8ea18f54734242deb00d4fd70279d29f/voices/Tx7VLgfksXHVnoY6jDGU/0OHEekqEGIBqmm8NRtgd.mp3,2026-04-18 21:21:25
Magenta,New Magincia,CmoLJ5IFIu3FQ1FZAYIK,"Lorelai - Engaging, Elegant and Warm",https://storage.googleapis.com/eleven-public-prod/database/workspace/860395d6f2fd4a25ba23f63d2bc92344/voices/CmoLJ5IFIu3FQ1FZAYIK/omi5JXcFVwdLHStwQEcx.mp3,2026-04-19 00:26:14
Malloy,Minoc,qA5SHJ9UjGlW2QwXWR7w,Joe - Confident Idiot,https://storage.googleapis.com/eleven-public-prod/database/workspace/b2109416c7514449a5f06540d10f0e73/voices/qA5SHJ9UjGlW2QwXWR7w/omNXT757fjXIfKPQrTSp.mp3,2026-04-18 23:44:14
Mama,Yew,ztyYYqlYMny7nllhThgo,"Petra - Expressive, Rich and Dramatic",https://storage.googleapis.com/eleven-public-prod/b5hhUYzRnTN48rrcLhzf7xjDifJ3/voices/ztyYYqlYMny7nllhThgo/d1fc6ae4-5040-4c9d-8507-01f0883265ff.mp3,2026-04-19 00:03:31
Mandy,Buccaneer's Den,TuGC6UyZabXANLAEMU4E,Theresa,https://storage.googleapis.com/eleven-public-prod/database/workspace/be574311589d48f6a2369c6f9b337596/voices/TuGC6UyZabXANLAEMU4E/4900b8ec-94de-4787-8020-95fa20c07e6a.mp3,2026-04-19 01:29:07
Mara,Vesper,AO4PfDgBJitYJurlRXS6,Elsie J ,https://storage.googleapis.com/eleven-public-prod/database/workspace/eed27112b8144ee89889eb238a0de182/voices/AO4PfDgBJitYJurlRXS6/iiMw1sdSAPFPz8MZLqCx.mp3,2026-04-19 01:14:32
Margareta,Minoc,WMKg7TxPpPWCryaXE42r, Cruella - Dangerously charming,https://storage.googleapis.com/eleven-public-prod/database/workspace/47a65c31f7c647f483d685d7c36d3bd1/voices/WMKg7TxPpPWCryaXE42r/tbEjfD9W7JkMFTdLvPQG.mp3,2026-04-18 23:46:34
Mariah,Moonglow,j98abMrE0ALhypC19Bnz,"Lauren - Gentle, Clear & Reassuring",https://storage.googleapis.com/eleven-public-prod/database/workspace/6afa405142414932a6fa3224d55e1af0/voices/j98abMrE0ALhypC19Bnz/4Z2UHxE1N9VhHglo5gy6.mp3,2026-04-19 00:44:04
Markham,Skara Brae,ouL9IsyrSnUkCmfnD02u,Grimblewood Thornwhisker - Snarky Gnome & Magical Maintainer,https://storage.googleapis.com/eleven-public-prod/database/workspace/dbc0ca7affc9443599cdb53aaab1d595/voices/ouL9IsyrSnUkCmfnD02u/21FjHRSMRihcHks1760n.mp3,2026-04-19 00:30:02
Markus,Trinsic,6sFKzaJr574YWVu4UuJF,Cornelius,https://storage.googleapis.com/eleven-public-prod/database/workspace/423b9af369ef4f46bfa7cdc6b6172f54/voices/6sFKzaJr574YWVu4UuJF/bae10fdc-1b77-4f60-a4d5-72e1a72736af.mp3,2026-04-18 20:25:31
Martine,Buccaneer's Den,rfkTsdZrVWEVhDycUYn9,Shelby,https://storage.googleapis.com/eleven-public-prod/database/workspace/054f73d24bfe446db3b7ea3c1170e778/voices/rfkTsdZrVWEVhDycUYn9/iiFLm9bEQ83kiP0bExhG.mp3,2026-04-19 01:29:44
Martingo,Spektran,aGv5jHWKBy8K5xKvYeSX,"Sael - Smooth, dry-witted & quietly reassuring",https://storage.googleapis.com/eleven-public-prod/database/workspace/f1affe425a5841d88b0c1f6aa4666fc0/voices/aGv5jHWKBy8K5xKvYeSX/iijbdLVDbrj5j3iZ0Rwd.mp3,2026-04-19 02:18:48
Max,Britain,rnaFpqVpBnt4nZq1fII4,"Winnie - Friendly, Warm and Relaxing",https://storage.googleapis.com/eleven-public-prod/database/workspace/b66eed95dce547ca97ffd9dcab45ffbb/voices/rnaFpqVpBnt4nZq1fII4/OxXBtRhCRHCueNVpJqDV.mp3,2026-04-18 21:23:05
Menion,Serpent's Hold,7cOBG34AiHrAzs842Rdi,Tarquin - Posh & English RP,https://storage.googleapis.com/eleven-public-prod/database/workspace/ad603e4c637c47f59d30bb081f61bde4/voices/7cOBG34AiHrAzs842Rdi/hO2k7QHEYyqbRfVr8ddt.mp3,2026-04-19 01:01:38
Merrick,Paws,1TE7ou3jyxHsyRehUuMB,Eastend Steve,https://storage.googleapis.com/eleven-public-prod/custom/voices/1TE7ou3jyxHsyRehUuMB/EHjTRjsNYkFb7uHD2asA.mp3,2026-04-18 22:59:38
Meryl,Trinsic,IZnNrZQBS9lhLjXgYVT8,"Victoria - Senior, British and Polished",https://storage.googleapis.com/eleven-public-prod/database/workspace/e46d6cc6388d44c192b1cd69cc09e437/voices/IZnNrZQBS9lhLjXgYVT8/VeRbfXZQ6aIjXN3Yqu30.mp3,2026-04-18 20:41:01
Mikos,Minoc,jhBzyKbsdeM6F66SZCaK,Sterling - Steady and Resonant,https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/jhBzyKbsdeM6F66SZCaK/185cd207-a3c1-435b-a10b-bcc27469e2da.mp3,2026-04-18 23:46:56
Millie,Britain,XEoBW4iDmiawQP72xnAF,Evelyn - Resourceful and Ironic,https://storage.googleapis.com/eleven-public-prod/database/workspace/47a65c31f7c647f483d685d7c36d3bd1/voices/XEoBW4iDmiawQP72xnAF/cFoSj6EcM3g0qX3MezoP.mp3,2026-04-18 21:26:20
Miranda,Britain,Br4MqB57uC425pYfq0mP,Jane - NZ,https://storage.googleapis.com/eleven-public-prod/database/workspace/0cd82c32f8b04414ae2b17a7ca4fa06d/voices/Br4MqB57uC425pYfq0mP/996b7779-4cd3-4dbf-a582-3a17ba44d1cb.mp3,2026-04-18 21:27:07
Mole,Buccaneer's Den,Av4Fi2idMFuA8kTbVZgv,Russel - Raw Cowboy,https://storage.googleapis.com/eleven-public-prod/database/workspace/f4d3a2494778440a9451713613e4c043/voices/Av4Fi2idMFuA8kTbVZgv/UstROLY2yaaqkjxSZUqq.mp3,2026-04-19 01:30:22
Mordra,Skara Brae,KKqCgJEpQqvlGXepFfmn,"Evelyn - Refined, Elegant and Polished",https://storage.googleapis.com/eleven-public-prod/database/workspace/1da06ea679a54975ad96a2221fe6530d/voices/KKqCgJEpQqvlGXepFfmn/zkczBXyErI34VfwcU8Tu.mp3,2026-04-19 00:31:21
Morfin,Paws,QzTKubutNn9TjrB7Xb2Q,"Jerry B - Brash, Mischievous and Strong",https://storage.googleapis.com/eleven-public-prod/database/workspace/5f71481a3f1e44d38a4bb9ffd235ea8a/voices/QzTKubutNn9TjrB7Xb2Q/EzFDzvpXIZGPSXClRKSl.mp3,2026-04-18 22:59:58
Morz,Moonglow,1nQX17jSn2RXlK251b8y,Vee - Soft-spoken and Gentle,https://storage.googleapis.com/eleven-public-prod/custom/voices/1nQX17jSn2RXlK251b8y/rZmxO5mPszfn5UFix1IR.mp3,2026-04-19 00:45:07
Nanna,Britain,kkPJzQOWz2Oz9cUaEaQd,"Beatrice - Mature, Gentle and Engaging",https://storage.googleapis.com/eleven-public-prod/database/workspace/338f089e5ab24693a1c42cd084413dc8/voices/kkPJzQOWz2Oz9cUaEaQd/D89YvNPOU9wk5ykb0ysz.mp3,2026-04-18 21:29:15
